Geneid	H2O	Y173	Y299	Y550	Y594
Millet_GLEAN_10028616	6	18	6	12	12
Millet_GLEAN_10028617	0	0	0	0	0
Millet_GLEAN_10028618	0	0	0	0	0
Millet_GLEAN_10028619	0	0	0	0	0
Millet_GLEAN_10028620	0	0	0	0	0
Millet_GLEAN_10028621	518	1114	1010	665	1167
Millet_GLEAN_10028622	1668	4252	3103	1446	3786
Millet_GLEAN_10028623	263	758	623	378	925
Millet_GLEAN_10028624	0	0	0	0	0
Millet_GLEAN_10028625	1210	2941	2744	1452	4051
Millet_GLEAN_10028626	334	887	939	399	1275
Millet_GLEAN_10028627	0	0	2	1	0
Millet_GLEAN_10028628	1089	2325	2138	1469	2465
Millet_GLEAN_10028629	0	0	0	0	0
Millet_GLEAN_10028630	3037	8176	7778	3655	10478
Millet_GLEAN_10028631	2950	5798	5817	2763	8119
Millet_GLEAN_10028632	7125	16451	16011	8764	23970
Millet_GLEAN_10028633	50	132	134	51	144
Millet_GLEAN_10028634	6	24	16	23	49
Millet_GLEAN_10028635	466	1607	1596	687	2017
Millet_GLEAN_10028636	201	349	245	161	562
Millet_GLEAN_10028637	0	0	0	0	0
Millet_GLEAN_10028638	926	2127	2074	1271	2464
Millet_GLEAN_10028639	34026	51652	68867	38391	89309
Millet_GLEAN_10028640	69	111	114	46	89
Millet_GLEAN_10028641	0	0	0	0	0
Millet_GLEAN_10028642	0	0	0	0	0
Millet_GLEAN_10028643	1	4	3	1	4
Millet_GLEAN_10028644	547	1463	1517	806	1577
Millet_GLEAN_10028645	760	1897	1913	874	2629
Millet_GLEAN_10028646	394	1569	1069	642	1334
Millet_GLEAN_10028647	1688	3958	2833	1926	3587
Millet_GLEAN_10028648	0	2	0	0	0
Millet_GLEAN_10028649	1	0	0	2	0
Millet_GLEAN_10028650	559	1694	1584	776	2294
Millet_GLEAN_10028651	374	1033	1093	511	1591
Millet_GLEAN_10028652	1113	3140	2644	1556	3706
Millet_GLEAN_10028653	627	1342	1096	729	1586
Millet_GLEAN_10028654	127	320	466	266	655
Millet_GLEAN_10028655	843	1339	2232	1809	2288
Millet_GLEAN_10028656	4	19	0	9	8
Millet_GLEAN_10028657	793	2024	1776	1103	2059
Millet_GLEAN_10028658	0	22	7	3	13
Millet_GLEAN_10028659	300	413	836	692	777
Millet_GLEAN_10028660	732	2101	1780	980	2177
Millet_GLEAN_10028661	0	0	0	0	0
Millet_GLEAN_10028662	0	0	0	0	0
Millet_GLEAN_10028663	0	0	0	0	0
Millet_GLEAN_10028664	24	61	67	45	112
Millet_GLEAN_10028665	0	0	0	0	0
Millet_GLEAN_10028666	10	0	0	0	0
Millet_GLEAN_10028667	0	0	0	0	0
Millet_GLEAN_10028668	352	193	73	166	58
Millet_GLEAN_10028669	121	123	55	192	11
Millet_GLEAN_10028670	3588	6244	3081	4347	3416
Millet_GLEAN_10028671	1737	2160	1390	1635	4882
Millet_GLEAN_10028672	1966	4743	4450	3690	7932
Millet_GLEAN_10028673	1669	3958	3469	2288	5089
Millet_GLEAN_10028674	30	45	35	29	58
Millet_GLEAN_10028675	608	1223	1232	702	1575
Millet_GLEAN_10028676	12	201	45	26	46
Millet_GLEAN_10001537	0	0	0	0	0
Millet_GLEAN_10001536	2	0	0	0	0
Millet_GLEAN_10001535	0	0	0	0	6
Millet_GLEAN_10001534	173	397	233	195	492
Millet_GLEAN_10001533	257	883	750	391	733
Millet_GLEAN_10001532	33	123	44	38	59
Millet_GLEAN_10001531	42	187	54	51	47
Millet_GLEAN_10001530	3259	8196	4327	1869	3415
Millet_GLEAN_10001529	600	1129	1117	629	1495
Millet_GLEAN_10001528	1227	2685	2368	1535	3398
Millet_GLEAN_10001527	0	0	0	0	0
Millet_GLEAN_10001526	471	960	1033	474	1923
Millet_GLEAN_10001525	680	1732	1688	1250	2235
Millet_GLEAN_10001524	211	568	588	290	747
Millet_GLEAN_10001523	112	154	87	39	138
Millet_GLEAN_10001522	2	0	0	0	6
Millet_GLEAN_10001521	704	1160	626	411	747
Millet_GLEAN_10001520	1	2	0	0	26
Millet_GLEAN_10001519	2	6	0	2	1
Millet_GLEAN_10001518	0	0	0	0	0
Millet_GLEAN_10001517	0	0	0	0	0
Millet_GLEAN_10030761	70	323	200	159	165
Millet_GLEAN_10030760	7	26	10	4	30
Millet_GLEAN_10030759	0	0	0	0	0
Millet_GLEAN_10030758	181	475	463	315	647
Millet_GLEAN_10030757	7	34	24	14	33
Millet_GLEAN_10030756	988	1347	1423	835	2861
Millet_GLEAN_10030755	0	4	2	0	1
Millet_GLEAN_10030754	353	1165	1029	512	1085
Millet_GLEAN_10030753	20	10	0	0	0
Millet_GLEAN_10030752	0	0	0	0	0
Millet_GLEAN_10030751	512	687	474	225	187
Millet_GLEAN_10030750	872	2665	1028	1087	1485
Millet_GLEAN_10030749	344	1060	833	351	1171
Millet_GLEAN_10030748	0	0	0	0	0
Millet_GLEAN_10030747	4341	10320	9946	5591	17327
Millet_GLEAN_10030746	367	868	766	383	1169
Millet_GLEAN_10030745	3	10	1	7	10
Millet_GLEAN_10030744	10	32	12	12	30
Millet_GLEAN_10030743	328	863	837	497	1035
Millet_GLEAN_10030742	361	908	1089	510	1395
Millet_GLEAN_10030741	2544	4828	5205	2438	7814
Millet_GLEAN_10030740	0	0	0	0	0
Millet_GLEAN_10030739	14	15	15	0	26
Millet_GLEAN_10030738	188	192	185	36	217
Millet_GLEAN_10030737	555	1172	1249	769	1413
Millet_GLEAN_10030736	0	0	0	1	0
Millet_GLEAN_10030735	1550	3156	2763	1939	3712
Millet_GLEAN_10030734	136	404	268	112	440
Millet_GLEAN_10030733	557	1141	823	610	1691
Millet_GLEAN_10030732	0	0	0	0	0
Millet_GLEAN_10030731	0	0	0	0	0
Millet_GLEAN_10030730	7	6	2	25	43
Millet_GLEAN_10030729	0	0	0	0	8
Millet_GLEAN_10030728	0	0	0	0	0
Millet_GLEAN_10030727	1229	3670	3181	1815	3697
Millet_GLEAN_10030726	0	0	2	0	0
Millet_GLEAN_10030725	0	0	0	0	0
Millet_GLEAN_10030724	0	0	0	0	0
Millet_GLEAN_10030723	2	20	2	2	26
Millet_GLEAN_10030722	0	0	0	0	0
Millet_GLEAN_10030721	628	2007	1968	1083	2508
Millet_GLEAN_10030720	2332	2675	2800	2242	3594
Millet_GLEAN_10030719	3123	10259	7679	4151	12829
Millet_GLEAN_10030718	2587	6319	5493	3092	7326
Millet_GLEAN_10030717	2700	6056	5610	2871	6431
Millet_GLEAN_10030716	25	100	70	46	66
Millet_GLEAN_10030715	76	97	138	108	117
Millet_GLEAN_10030714	3772	8003	8372	4318	11128
Millet_GLEAN_10030713	696	1508	1276	549	1495
Millet_GLEAN_10030712	222	486	522	206	641
Millet_GLEAN_10030711	0	0	0	0	0
Millet_GLEAN_10030710	22	46	57	37	99
Millet_GLEAN_10030709	7012	13534	11837	7884	24877
Millet_GLEAN_10009154	317	1013	844	380	1134
Millet_GLEAN_10009153	381	842	934	496	1273
Millet_GLEAN_10009152	631	1423	1538	983	2319
Millet_GLEAN_10009151	2	9	0	0	0
Millet_GLEAN_10009150	1824	4153	4143	2254	7469
Millet_GLEAN_10009149	267	750	530	317	837
Millet_GLEAN_10009148	0	0	0	0	0
Millet_GLEAN_10009147	0	0	0	0	0
Millet_GLEAN_10009146	106	257	184	100	388
Millet_GLEAN_10009145	0	7	2	1	6
Millet_GLEAN_10009144	998	2617	2410	1097	3365
Millet_GLEAN_10009143	50	103	46	36	83
Millet_GLEAN_10009142	5311	12629	6790	10759	12569
Millet_GLEAN_10009141	304	961	696	512	989
Millet_GLEAN_10009140	355	1002	602	504	900
Millet_GLEAN_10009139	11	69	53	39	84
Millet_GLEAN_10009138	1223	2943	2957	1330	4733
Millet_GLEAN_10009137	31	4	11	4	14
Millet_GLEAN_10009136	0	0	0	0	0
Millet_GLEAN_10009135	0	0	1	0	0
Millet_GLEAN_10009134	0	0	0	0	0
Millet_GLEAN_10009133	0	0	0	0	0
Millet_GLEAN_10009132	0	0	0	0	0
Millet_GLEAN_10009131	6175	16773	15498	6917	21082
Millet_GLEAN_10009130	4124	9699	8469	4745	10515
Millet_GLEAN_10009129	1561	4123	4055	1926	6169
Millet_GLEAN_10009128	539	107	106	70	117
Millet_GLEAN_10009127	0	0	0	0	0
Millet_GLEAN_10009126	203	233	252	188	255
Millet_GLEAN_10009125	343	515	711	591	742
Millet_GLEAN_10009124	838	1968	1763	1746	2179
Millet_GLEAN_10009123	8	0	0	0	4
Millet_GLEAN_10009122	22	6	4	12	10
Millet_GLEAN_10009121	98	270	144	208	479
Millet_GLEAN_10009120	1331	2758	2249	1526	3558
Millet_GLEAN_10009119	168	496	350	180	656
Millet_GLEAN_10009118	6661	18524	12584	9038	21023
Millet_GLEAN_10009117	32	69	62	60	116
Millet_GLEAN_10009116	163	195	292	142	448
Millet_GLEAN_10009115	1040	1737	2198	1714	2552
Millet_GLEAN_10009114	57	144	120	61	139
Millet_GLEAN_10009113	2553	4639	4700	3403	5625
Millet_GLEAN_10009112	546	964	844	677	1335
Millet_GLEAN_10009111	407	947	835	536	1230
Millet_GLEAN_10009110	0	0	0	0	0
Millet_GLEAN_10009109	51	203	267	83	360
Millet_GLEAN_10009108	1879	5472	5319	2167	6844
Millet_GLEAN_10009107	11823	31102	30946	14311	43073
Millet_GLEAN_10009106	77	138	289	138	333
Millet_GLEAN_10009105	0	0	0	0	0
Millet_GLEAN_10009104	3943	4934	2816	3043	3149
Millet_GLEAN_10009103	321	526	699	363	773
Millet_GLEAN_10009102	0	0	0	2	2
Millet_GLEAN_10009101	10	6	50	7	38
Millet_GLEAN_10009100	0	0	0	0	0
Millet_GLEAN_10009099	187	522	472	349	462
Millet_GLEAN_10009098	194	432	273	89	314
Millet_GLEAN_10009096	3057	6372	6466	3372	9609
Millet_GLEAN_10009097	0	16	2	0	38
Millet_GLEAN_10009095	556	1548	1267	855	1551
Millet_GLEAN_10009094	1063	2319	1973	1334	2490
Millet_GLEAN_10009093	2	0	2	18	11
Millet_GLEAN_10009092	1972	5091	4115	2361	6003
Millet_GLEAN_10009091	10	20	4	18	51
Millet_GLEAN_10009090	271	491	439	293	598
Millet_GLEAN_10009089	2246	4793	4070	2780	5491
Millet_GLEAN_10009088	0	0	0	0	0
Millet_GLEAN_10009087	1223	2381	2177	1339	3006
Millet_GLEAN_10009086	1636	3563	4035	2294	5451
Millet_GLEAN_10009085	87	234	281	172	326
Millet_GLEAN_10009084	26	73	53	32	73
Millet_GLEAN_10009083	1054	1935	1978	1196	2368
Millet_GLEAN_10009082	0	0	0	0	0
Millet_GLEAN_10011537	5339	14092	11806	6592	16459
Millet_GLEAN_10011536	239	414	394	211	616
Millet_GLEAN_10011535	890	2230	2502	950	3665
Millet_GLEAN_10011534	406	825	961	446	1186
Millet_GLEAN_10011533	8	7	8	0	12
Millet_GLEAN_10011532	316	752	659	536	683
Millet_GLEAN_10011531	1697	4492	4097	2164	5618
Millet_GLEAN_10011530	192	632	453	305	600
Millet_GLEAN_10011529	751	1673	1676	896	2397
Millet_GLEAN_10011528	2761	7246	5597	3315	6683
Millet_GLEAN_10011527	1898	4227	3032	2239	3580
Millet_GLEAN_10011526	1638	4702	5240	2039	6377
Millet_GLEAN_10011525	11	17	26	16	15
Millet_GLEAN_10011524	4918	11601	10283	5880	12919
Millet_GLEAN_10011523	2	0	6	1	10
Millet_GLEAN_10011522	0	16	2	2	8
Millet_GLEAN_10011521	511	713	340	394	328
Millet_GLEAN_10011520	0	0	0	0	0
Millet_GLEAN_10011519	1068	2694	1921	1181	3830
Millet_GLEAN_10011518	4	21	9	9	19
Millet_GLEAN_10011517	313	1187	897	500	1235
Millet_GLEAN_10011516	168	666	462	337	553
Millet_GLEAN_10011515	0	0	0	0	0
Millet_GLEAN_10011514	1626	3985	3552	2030	4993
Millet_GLEAN_10011513	0	0	0	0	0
Millet_GLEAN_10011512	0	0	0	0	0
Millet_GLEAN_10011511	0	0	0	0	0
Millet_GLEAN_10011510	0	0	0	0	0
Millet_GLEAN_10011509	0	0	0	0	0
Millet_GLEAN_10011508	0	0	0	0	0
Millet_GLEAN_10011507	0	0	0	0	0
Millet_GLEAN_10011506	723	1676	1540	1161	1941
Millet_GLEAN_10011505	7391	16061	15761	9847	19987
Millet_GLEAN_10011504	0	0	0	0	0
Millet_GLEAN_10011503	0	0	0	0	0
Millet_GLEAN_10011502	0	1	0	0	4
Millet_GLEAN_10011501	0	0	0	0	0
Millet_GLEAN_10011500	10	30	6	6	4
Millet_GLEAN_10011499	5	31	10	8	13
Millet_GLEAN_10011498	0	0	0	0	0
Millet_GLEAN_10011497	357	746	737	410	973
Millet_GLEAN_10011496	311	559	549	564	630
Millet_GLEAN_10011495	0	0	2	0	0
Millet_GLEAN_10011494	1	9	6	0	8
Millet_GLEAN_10011493	1	2	1	8	6
Millet_GLEAN_10011492	1967	5113	5642	2077	10098
Millet_GLEAN_10011491	85	209	240	111	355
Millet_GLEAN_10011490	38	113	205	62	172
Millet_GLEAN_10011489	5294	9925	8997	5465	14876
Millet_GLEAN_10011488	877	1893	1848	1368	2575
Millet_GLEAN_10011487	115	398	205	146	434
Millet_GLEAN_10011486	0	0	0	1	0
Millet_GLEAN_10011485	0	0	0	0	0
Millet_GLEAN_10011484	227	515	556	233	706
Millet_GLEAN_10011483	2491	5467	4897	2613	10747
Millet_GLEAN_10011482	601	1315	1333	646	1930
Millet_GLEAN_10011481	1087	2716	2303	1238	2951
Millet_GLEAN_10011480	476	1517	1075	580	1395
Millet_GLEAN_10011479	83	203	277	368	374
Millet_GLEAN_10011478	2	45	7	9	15
Millet_GLEAN_10011477	335	699	586	295	707
Millet_GLEAN_10011476	2	2	0	0	0
Millet_GLEAN_10011475	10230	19625	14601	9473	13723
Millet_GLEAN_10011474	2	12	8	0	2
Millet_GLEAN_10011473	0	0	0	0	0
Millet_GLEAN_10011472	30	63	59	22	44
Millet_GLEAN_10011471	2639	5849	5896	3268	7871
Millet_GLEAN_10011470	0	2	13	5	21
Millet_GLEAN_10011469	0	0	0	0	0
Millet_GLEAN_10011468	3719	8915	8213	4202	10466
Millet_GLEAN_10011467	0	0	0	1	0
Millet_GLEAN_10011466	3844	8656	8344	6375	9919
Millet_GLEAN_10011465	0	0	0	0	0
Millet_GLEAN_10011464	0	0	0	0	0
Millet_GLEAN_10011463	92	141	144	94	203
Millet_GLEAN_10011462	684	1477	1493	879	2421
Millet_GLEAN_10011461	474	1360	1303	623	1712
Millet_GLEAN_10011460	0	0	0	0	0
Millet_GLEAN_10011459	51	136	62	27	40
Millet_GLEAN_10011458	414	580	476	606	414
Millet_GLEAN_10011457	0	0	0	0	0
Millet_GLEAN_10011456	2	0	0	0	0
Millet_GLEAN_10011455	4	2	0	4	0
Millet_GLEAN_10011454	13	53	82	67	47
Millet_GLEAN_10011453	536	2113	852	1230	1292
Millet_GLEAN_10011452	906	3659	2046	1639	2686
Millet_GLEAN_10011451	0	0	0	0	0
Millet_GLEAN_10011450	472	1227	969	670	1532
Millet_GLEAN_10011449	174	221	242	142	319
Millet_GLEAN_10025096	0	0	0	0	0
Millet_GLEAN_10025097	0	0	0	0	0
Millet_GLEAN_10025098	3082	7393	5438	3337	8266
Millet_GLEAN_10025099	0	0	0	0	0
Millet_GLEAN_10025100	0	0	0	0	0
Millet_GLEAN_10025101	0	10	0	0	0
Millet_GLEAN_10025102	2497	6089	5557	3088	8258
Millet_GLEAN_10025103	0	0	0	0	0
Millet_GLEAN_10025104	4	3	0	0	0
Millet_GLEAN_10025105	139	100	37	9	25
Millet_GLEAN_10025106	350	749	741	483	989
Millet_GLEAN_10025107	33	48	52	32	71
Millet_GLEAN_10025108	209	191	191	336	452
Millet_GLEAN_10025109	44	37	10	22	34
Millet_GLEAN_10025110	60	105	69	70	238
Millet_GLEAN_10025111	0	0	4	2	3
Millet_GLEAN_10025112	5686	12060	10249	6313	12013
Millet_GLEAN_10025113	502	1123	1156	724	1426
Millet_GLEAN_10025114	1139	2351	1864	1051	2222
Millet_GLEAN_10025115	5129	17476	20978	7867	23974
Millet_GLEAN_10025116	0	0	0	0	0
Millet_GLEAN_10025117	1329	3685	3505	1755	4168
Millet_GLEAN_10025118	0	0	0	0	0
Millet_GLEAN_10025119	0	6	0	3	3
Millet_GLEAN_10025120	2542	5619	5108	3132	6873
Millet_GLEAN_10025121	173	294	310	188	342
Millet_GLEAN_10025122	0	0	0	0	0
Millet_GLEAN_10025123	0	0	0	0	0
Millet_GLEAN_10025124	0	0	0	0	0
Millet_GLEAN_10025125	651	1424	1537	834	2224
Millet_GLEAN_10025126	0	1	10	0	8
Millet_GLEAN_10025127	402	1194	1025	741	1438
Millet_GLEAN_10025128	224	524	586	320	493
Millet_GLEAN_10025129	2	2	5	26	24
Millet_GLEAN_10025130	92	334	324	273	446
Millet_GLEAN_10025131	0	0	0	0	0
Millet_GLEAN_10025132	407	713	883	675	1301
Millet_GLEAN_10025133	8	31	44	13	60
Millet_GLEAN_10025134	2562	6232	6450	3553	7413
Millet_GLEAN_10025135	356	706	914	719	1127
Millet_GLEAN_10025136	0	0	0	0	0
Millet_GLEAN_10025137	333	871	806	576	942
Millet_GLEAN_10025138	0	0	0	0	0
Millet_GLEAN_10025139	0	0	0	0	0
Millet_GLEAN_10025140	17	5	1	10	6
Millet_GLEAN_10025141	2894	7904	7671	3155	11761
Millet_GLEAN_10025142	27	35	22	18	49
Millet_GLEAN_10025143	0	0	0	0	3
Millet_GLEAN_10025144	26	20	28	19	17
Millet_GLEAN_10025145	14	25	15	0	38
Millet_GLEAN_10025146	91	117	127	92	145
Millet_GLEAN_10025147	135	290	222	160	335
Millet_GLEAN_10025148	46	73	116	65	153
Millet_GLEAN_10025149	35	79	71	53	136
Millet_GLEAN_10025150	2	4	2	0	10
Millet_GLEAN_10025151	4	13	10	10	15
Millet_GLEAN_10025152	2	7	5	8	0
Millet_GLEAN_10025153	4765	10430	9177	6004	10776
Millet_GLEAN_10025154	0	0	0	0	0
Millet_GLEAN_10025155	0	0	0	0	0
Millet_GLEAN_10025156	0	0	0	0	0
Millet_GLEAN_10025157	0	0	0	0	0
Millet_GLEAN_10025158	5	5	4	9	6
Millet_GLEAN_10025159	0	0	6	0	0
Millet_GLEAN_10025160	172	257	329	159	292
Millet_GLEAN_10025161	98	228	177	158	290
Millet_GLEAN_10025162	6	17	21	18	70
Millet_GLEAN_10025163	22	25	44	26	101
Millet_GLEAN_10025164	0	2	0	0	0
Millet_GLEAN_10025165	85	143	226	140	181
Millet_GLEAN_10025166	0	0	0	0	0
Millet_GLEAN_10025167	0	0	0	0	0
Millet_GLEAN_10025168	1	8	2	4	8
Millet_GLEAN_10025169	16	13	12	23	27
Millet_GLEAN_10025170	17	53	78	42	214
Millet_GLEAN_10025171	2	4	5	0	4
Millet_GLEAN_10025172	5	25	41	4	15
Millet_GLEAN_10025173	47	156	43	66	121
Millet_GLEAN_10025174	51	30	37	14	39
Millet_GLEAN_10025175	144	200	188	136	223
Millet_GLEAN_10025176	155	183	100	54	183
Millet_GLEAN_10025177	457	1377	1080	567	1660
Millet_GLEAN_10025178	1004	1921	1563	1031	3235
Millet_GLEAN_10025179	2545	5890	4905	4072	7599
Millet_GLEAN_10025180	155	331	388	182	410
Millet_GLEAN_10025181	2493	7298	5666	2764	7192
Millet_GLEAN_10025182	2	0	0	0	0
Millet_GLEAN_10025183	0	0	3	0	0
Millet_GLEAN_10025184	0	0	0	0	0
Millet_GLEAN_10025185	0	0	0	0	0
Millet_GLEAN_10025186	7047	16573	17626	8394	23430
Millet_GLEAN_10025187	0	6	0	0	2
Millet_GLEAN_10025188	0	0	0	1	1
Millet_GLEAN_10025189	104	108	39	45	57
Millet_GLEAN_10025190	14	50	34	26	44
Millet_GLEAN_10025191	66	310	200	108	325
Millet_GLEAN_10025192	1309	3586	3548	1681	4754
Millet_GLEAN_10025193	1606	4625	3050	1809	4993
Millet_GLEAN_10025194	525	1505	1025	542	1336
Millet_GLEAN_10025195	6	6	0	0	0
Millet_GLEAN_10025196	1345	2579	2439	1503	3642
Millet_GLEAN_10025197	7	6	4	0	2
Millet_GLEAN_10025198	305	59	7	6	0
Millet_GLEAN_10025199	1050	1807	2191	1167	2752
Millet_GLEAN_10025200	5143	12113	10332	5993	15744
Millet_GLEAN_10025201	114	269	325	174	491
Millet_GLEAN_10025202	12686	29287	30689	19931	36102
Millet_GLEAN_10025203	0	2	0	1	8
Millet_GLEAN_10025204	55	168	161	118	180
Millet_GLEAN_10025205	1205	2232	2579	1298	3558
Millet_GLEAN_10025206	2611	6502	5329	3205	8971
Millet_GLEAN_10025207	1491	3742	3370	2038	5152
Millet_GLEAN_10025208	3322	4939	3730	2263	10952
Millet_GLEAN_10025209	207	622	634	312	936
Millet_GLEAN_10025210	894	1873	1775	1029	2437
Millet_GLEAN_10025211	1636	3916	3629	2036	4313
Millet_GLEAN_10025212	4929	14647	12256	6781	16521
Millet_GLEAN_10025213	2	6	6	0	4
Millet_GLEAN_10025214	3011	6443	6761	4404	8589
Millet_GLEAN_10025215	993	2352	2118	1148	2662
Millet_GLEAN_10025216	3572	8619	7538	4080	11099
Millet_GLEAN_10025217	172	341	296	183	399
Millet_GLEAN_10025218	1608	2432	2231	1693	3146
Millet_GLEAN_10025219	0	2	2	0	0
Millet_GLEAN_10025220	4	2	3	3	8
Millet_GLEAN_10025221	499	1504	1300	756	1517
Millet_GLEAN_10025222	1117	2533	2537	1756	3396
Millet_GLEAN_10025223	253	1144	999	421	1342
Millet_GLEAN_10025224	3265	9971	7783	3078	8163
Millet_GLEAN_10025225	0	0	0	0	0
Millet_GLEAN_10025226	6476	19520	13264	7816	19805
Millet_GLEAN_10025227	327	1170	881	594	1141
Millet_GLEAN_10025228	331	664	424	259	566
Millet_GLEAN_10025229	204	603	346	206	570
Millet_GLEAN_10025230	966	2970	1712	1059	3307
Millet_GLEAN_10025231	0	0	0	1	0
Millet_GLEAN_10025232	9	56	37	13	40
Millet_GLEAN_10025233	0	0	0	0	0
Millet_GLEAN_10025234	2119	6670	5027	3318	7741
Millet_GLEAN_10025235	217	321	202	212	142
Millet_GLEAN_10025236	727	1934	1753	816	2507
Millet_GLEAN_10025237	474	851	901	698	1139
Millet_GLEAN_10025238	2303	5576	5082	3519	5739
Millet_GLEAN_10025239	4	4	4	2	3
Millet_GLEAN_10025240	4742	11276	9188	6698	9342
Millet_GLEAN_10025241	626	1209	1013	991	1297
Millet_GLEAN_10025242	860	2225	1656	848	2672
Millet_GLEAN_10025243	1	0	0	6	0
Millet_GLEAN_10025244	828	2267	2016	1059	2379
Millet_GLEAN_10025245	2	9	0	10	16
Millet_GLEAN_10025246	6227	8295	7428	8066	8254
Millet_GLEAN_10025247	0	0	0	0	4
Millet_GLEAN_10025248	277	528	918	761	934
Millet_GLEAN_10025249	1506	3328	2952	1604	3957
Millet_GLEAN_10025250	463	1864	1918	542	3097
Millet_GLEAN_10025251	142	211	163	152	300
Millet_GLEAN_10025252	6642	15863	16118	7802	23471
Millet_GLEAN_10025253	0	0	0	0	0
Millet_GLEAN_10025254	1190	2142	2109	1237	2338
Millet_GLEAN_10009259	0	0	0	0	0
Millet_GLEAN_10009258	0	0	4	0	0
Millet_GLEAN_10009257	1267	3063	2759	1396	4084
Millet_GLEAN_10009256	2438	5468	5150	2826	10653
Millet_GLEAN_10009255	1346	3801	3393	1445	4540
Millet_GLEAN_10009254	2207	5245	4494	2897	6359
Millet_GLEAN_10009253	336	562	340	402	733
Millet_GLEAN_10009252	294	1351	392	285	666
Millet_GLEAN_10009251	75	249	136	97	315
Millet_GLEAN_10009250	148	1204	377	253	478
Millet_GLEAN_10009249	379	1168	1147	487	1713
Millet_GLEAN_10009248	226	485	522	252	518
Millet_GLEAN_10009247	1721	3104	3264	2050	3720
Millet_GLEAN_10009246	834	2048	2092	1148	2125
Millet_GLEAN_10009245	1656	2984	2361	2557	3394
Millet_GLEAN_10009244	260	493	715	539	879
Millet_GLEAN_10009243	894	1892	1216	715	1055
Millet_GLEAN_10009242	0	2	0	0	0
Millet_GLEAN_10009241	0	0	0	0	0
Millet_GLEAN_10009240	596	1660	1587	886	2295
Millet_GLEAN_10009239	385	827	581	475	558
Millet_GLEAN_10009238	2173	1960	706	2147	753
Millet_GLEAN_10009237	1359	2618	2376	1318	3970
Millet_GLEAN_10009236	962	1881	1982	1054	1922
Millet_GLEAN_10009235	878	1814	336	1126	2809
Millet_GLEAN_10009234	5269	10537	9775	6202	11266
Millet_GLEAN_10009233	163	687	502	297	774
Millet_GLEAN_10009232	3118	7511	7508	4501	9499
Millet_GLEAN_10009231	6	37	1	0	4
Millet_GLEAN_10009230	5417	15522	9499	7177	14326
Millet_GLEAN_10009229	0	0	0	2	1
Millet_GLEAN_10009228	6217	14774	11904	9389	16187
Millet_GLEAN_10009227	468	821	879	788	1152
Millet_GLEAN_10009226	222	717	443	196	553
Millet_GLEAN_10009225	1155	3134	2949	1685	3338
Millet_GLEAN_10009224	566	1197	1068	837	1431
Millet_GLEAN_10009223	0	0	0	0	0
Millet_GLEAN_10009222	0	0	0	0	0
Millet_GLEAN_10009221	143	370	402	203	380
Millet_GLEAN_10009220	4	0	6	14	0
Millet_GLEAN_10009219	11581	28066	19365	10779	26386
Millet_GLEAN_10009218	1110	3084	3030	1435	3911
Millet_GLEAN_10009217	3257	7663	7567	5277	9546
Millet_GLEAN_10009216	4	5	19	9	11
Millet_GLEAN_10009215	0	0	0	0	0
Millet_GLEAN_10009214	0	0	12	0	0
Millet_GLEAN_10009213	4	14	10	2	18
Millet_GLEAN_10009212	0	3	5	8	0
Millet_GLEAN_10009211	0	16	9	6	0
Millet_GLEAN_10009210	0	0	0	0	0
Millet_GLEAN_10009209	0	0	0	0	0
Millet_GLEAN_10009208	98	264	318	154	406
Millet_GLEAN_10009207	374	868	1013	429	1357
Millet_GLEAN_10009206	110	295	268	180	469
Millet_GLEAN_10009205	754	1801	1577	900	1900
Millet_GLEAN_10009204	53	71	41	62	115
Millet_GLEAN_10009203	2011	5345	4150	2169	4135
Millet_GLEAN_10009202	895	1887	2059	1424	2193
Millet_GLEAN_10009201	1155	2565	2533	1071	4854
Millet_GLEAN_10009200	39	93	148	30	279
Millet_GLEAN_10009199	1042	3436	2309	1149	2955
Millet_GLEAN_10009198	131	374	283	160	325
Millet_GLEAN_10009197	1727	4729	3602	1495	6732
Millet_GLEAN_10009196	4	3	10	12	4
Millet_GLEAN_10009195	0	0	0	0	0
Millet_GLEAN_10009194	0	0	0	0	0
Millet_GLEAN_10009193	0	1	0	0	0
Millet_GLEAN_10009192	0	0	0	0	0
Millet_GLEAN_10009191	218	530	261	375	722
Millet_GLEAN_10009190	0	0	2	0	2
Millet_GLEAN_10009189	442	1167	969	491	1151
Millet_GLEAN_10009188	244	652	722	307	981
Millet_GLEAN_10009187	375	1322	1307	590	1446
Millet_GLEAN_10009186	136	331	282	246	409
Millet_GLEAN_10009185	3154	8950	7031	3774	16991
Millet_GLEAN_10009184	828	2184	1805	1103	2721
Millet_GLEAN_10009183	64	86	105	84	256
Millet_GLEAN_10009182	1153	2653	2283	1478	3143
Millet_GLEAN_10009181	0	6	0	0	0
Millet_GLEAN_10009180	1348	2724	2906	1563	3342
Millet_GLEAN_10002435	0	0	0	0	0
Millet_GLEAN_10002436	256	572	600	273	747
Millet_GLEAN_10002437	745	1227	1334	863	1585
Millet_GLEAN_10002438	245	645	462	412	922
Millet_GLEAN_10002439	207	474	249	602	370
Millet_GLEAN_10002440	2972	9971	7844	6747	12113
Millet_GLEAN_10002441	0	0	2	0	1
Millet_GLEAN_10002442	0	0	0	0	0
Millet_GLEAN_10002443	287	577	616	337	855
Millet_GLEAN_10002444	1591	3467	2602	1919	5564
